GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene name
ENSMUSG00000043740.15	8.90706961457141	2.84553780033839	0.439812951814686	6.46988177268901	9.80796261487254e-11	2.98564661084177e-09	chr17	48316140	48327024	+	NA	B430306N03Rik
ENSMUSG00000097705.1	6.87945975330032	2.79101323376913	0.431533827750204	6.46765804738889	9.95334172224575e-11	3.02549760810066e-09	chr10	22187012	22302835	-	NA	Gm26740
ENSMUSG00000024349.10	77.3200836934216	2.11059094659835	0.326509315489695	6.46410637146115	1.01899176798117e-10	3.08843113678119e-09	chr18	35733678	35740554	-	NA	Tmem173
ENSMUSG00000015880.13	11.3149159931634	2.43838784089024	0.377360647086447	6.46169085122342	1.0353946153829e-10	3.13360457185276e-09	chr5	45669918	45700546	+	NA	Ncapg
ENSMUSG00000032334.10	45.7309450896579	2.11979935456199	0.328308753578705	6.45672505364318	1.06993024920424e-10	3.23344671988558e-09	chr9	58287737	58313186	-	NA	Loxl1
ENSMUSG00000021242.9	1259.34032763927	1.70197105414163	0.264210260280041	6.44172959951549	1.18119587975202e-10	3.56035358944018e-09	chr12	84754561	84773152	-	NA	Npc2
ENSMUSG00000041548.4	390.840178733015	1.50179457441928	0.233762364518243	6.42444979333737	1.32347332386883e-10	3.97098961579181e-09	chr5	116408490	116422864	-	NA	Hspb8
ENSMUSG00000027803.14	114.468129198976	1.33115782659527	0.207319599501396	6.42080068549578	1.3555942312058e-10	4.06153899100386e-09	chr3	57455648	57575910	-	NA	Wwtr1
ENSMUSG00000033538.13	6.68483891177257	2.94918881182483	0.46000153122512	6.41125868422714	1.44323065697152e-10	4.31175467560648e-09	chr9	5308827	5336783	+	NA	Casp4
ENSMUSG00000031232.17	301.225020138215	1.28091414602204	0.199866884222414	6.40883631625848	1.46634516473848e-10	4.3745615449609e-09	chrX	105968083	106011906	-	NA	Magt1
ENSMUSG00000039680.10	984.466080502343	1.28188788195133	0.200574569795638	6.39107880554064	1.6471945762824e-10	4.90709119284813e-09	chr16	92058269	92112227	+	NA	Mrps6
ENSMUSG00000028874.14	6.27306459458091	3.06482682293103	0.479910575079542	6.38624565091749	1.7000782772721e-10	5.05743058500591e-09	chr4	132974094	133001910	+	NA	Fgr
ENSMUSG00000083022.1	262.925532894341	1.23651989148119	0.193644017052289	6.38553109103958	1.70803634958761e-10	5.07388695723377e-09	chr11	6172643	6173036	-	NA	Rps15a-ps6
ENSMUSG00000009687.14	119.977016741149	1.75114953751136	0.274472253415569	6.38006033659077	1.77018226560707e-10	5.25103854193483e-09	chr7	31032721	31042481	-	NA	Fxyd5
ENSMUSG00000030847.8	69.6514753825762	1.18577910517907	0.186208427711487	6.36802060869299	1.91483193961062e-10	5.67207937012419e-09	chr7	128523615	128546981	+	NA	Bag3
ENSMUSG00000035778.17	68.4176679267886	1.809357281136	0.28414626697881	6.36769682168983	1.91887733002935e-10	5.67602285755357e-09	chr2	35400178	35463231	-	NA	Ggta1
ENSMUSG00000063286.7	15.6615074390944	2.3935840768096	0.376003161965858	6.36586156428904	1.94196528898306e-10	5.7281128474616e-09	chr7	106504238	106511671	-	NA	Gm8995
ENSMUSG00000027966.20	99.0457456564079	1.19106751846294	0.187118923912043	6.36529696495486	1.94912250780393e-10	5.74112662052163e-09	chr3	114030539	114220718	+	NA	Col11a1
ENSMUSG00000006390.15	89.0303370383021	1.46067750893586	0.229817839874313	6.35580557947416	2.07337131054626e-10	6.08994581705814e-09	chr4	118428092	118432953	+	NA	Elovl1
ENSMUSG00000001751.9	88.6367908447304	1.94989177230187	0.307050823817559	6.35038769171464	2.14772961162819e-10	6.29950482019359e-09	chr11	101070011	101077672	+	NA	Naglu
ENSMUSG00000002885.14	47.1053387979053	1.1122296416478	0.175228701683358	6.34730287311963	2.19122477766366e-10	6.41807896012325e-09	chr8	83723250	83741326	-	NA	Adgre5
ENSMUSG00000037686.6	24.8823834528	2.00535760891166	0.316010716208252	6.34585318173237	2.2119611107895e-10	6.46975422516655e-09	chr12	112106678	112127559	+	NA	Aspg
ENSMUSG00000019539.11	11.9061064961135	2.73091377396854	0.43036573919625	6.34556500493925	2.21610596096623e-10	6.47282457565456e-09	chr7	45082912	45092221	-	NA	Rcn3
ENSMUSG00000035373.2	7.11087577260947	3.06584410330133	0.483244500906917	6.34429175613502	2.23451010575818e-10	6.5174769653725e-09	chr11	82045711	82047525	+	NA	Ccl7
ENSMUSG00000023008.18	58.0507183151579	1.7638591533519	0.278127032375855	6.34191915213856	2.26920399134093e-10	6.60945168118563e-09	chr15	99317224	99370482	-	NA	Fmnl3
ENSMUSG00000022901.13	17.5156188131077	1.8129623006484	0.286179248237561	6.33505857539831	2.37251122296713e-10	6.90074091876377e-09	chr16	36603868	36666081	-	NA	Cd86
ENSMUSG00000091649.3	7.70181223503485	2.74789883198713	0.433845109837274	6.33382460624669	2.39157371911516e-10	6.9465251649799e-09	chr14	59320963	59341351	-	NA	Phf11b
ENSMUSG00000026042.16	27.1933093620686	2.41996527845777	0.382337325493077	6.32939845812043	2.46118794185081e-10	7.13881046157088e-09	chr1	45374320	45503282	-	NA	Col5a2
ENSMUSG00000026548.4	18.7659071542286	2.62853182385435	0.415499956578429	6.32619036954867	2.51287774580242e-10	7.27864436259917e-09	chr1	172475357	172478575	+	NA	Slamf9
ENSMUSG00000032322.14	19.1278136065548	1.93856344879909	0.306453375809707	6.32580223232016	2.51920299164558e-10	7.28687305176819e-09	chr9	56089961	56128888	+	NA	Pstpip1
ENSMUSG00000027082.15	37.3660271493642	1.56221554580498	0.24701633004572	6.32434117013975	2.54315280967638e-10	7.3459882194423e-09	chr2	84432854	84476775	-	NA	Tfpi
ENSMUSG00000007655.16	55.9076639248804	1.44767795722175	0.228974520989351	6.32244125226961	2.5746292045192e-10	7.42665111091172e-09	chr6	17306334	17341452	+	NA	Cav1
ENSMUSG00000074364.6	38.4147820963642	2.32808878320154	0.368587449508132	6.31624540202956	2.67994375186648e-10	7.71978838605837e-09	chr7	15946957	15967567	-	NA	Ehd2
ENSMUSG00000018634.10	59.0917466042784	-1.11626740692283	0.176994552384331	-6.30678962649051	2.8488262691627e-10	8.18372304491753e-09	chr11	104132854	104175523	+	NA	Crhr1
ENSMUSG00000022283.15	1518.61114798116	1.08198877632507	0.171638125049536	6.30389533801302	2.90256535005919e-10	8.32665969352371e-09	chr15	36595660	36609668	-	NA	Pabpc1
ENSMUSG00000067586.4	51.1277183248061	1.43133566975549	0.227064949137116	6.30363988451234	2.90735569180654e-10	8.32897665517127e-09	chr13	51408638	51422797	+	NA	S1pr3
ENSMUSG00000051517.14	10.6936680072079	2.25059597030579	0.357062325645887	6.30308998921885	2.91769370711222e-10	8.34715848109956e-09	chr4	43496141	43499695	-	NA	Arhgef39
ENSMUSG00000033222.16	22.4752546879787	1.61024280930044	0.255497947936467	6.30237081082486	2.93126842828913e-10	8.37453779246046e-09	chr3	100938859	100969663	-	NA	Ttf2
ENSMUSG00000070691.10	10.6462764208204	2.91451737142536	0.462613028006797	6.30011952750829	2.97416203669588e-10	8.47393060945789e-09	chr4	135120651	135177990	+	NA	Runx3
ENSMUSG00000032344.17	13.1515059297651	2.05527009627693	0.326251186451151	6.29965554649304	2.983078120296e-10	8.48777043942182e-09	chr9	78430525	78443237	-	NA	Cgas
ENSMUSG00000033355.6	38.1945624788217	1.69812988261286	0.269605359389697	6.29857613534425	3.00392171986944e-10	8.5354639847323e-09	chr16	23520290	23614222	+	NA	Rtp4
ENSMUSG00000044626.13	15.7161231864661	2.12073716696878	0.336763523477844	6.29740758460827	3.02664694022915e-10	8.58836736241687e-09	chr16	21953816	21995663	-	NA	Liph
ENSMUSG00000042626.13	71.4514043177918	1.44379282178589	0.22963624429412	6.28730375827203	3.23026947989388e-10	9.1537433107074e-09	chr3	89418442	89430027	+	NA	Shc1
ENSMUSG00000032717.14	14.228148885822	2.88514363917738	0.459232427612922	6.28253465064363	3.33096995996878e-10	9.42632946858283e-09	chr17	47815327	47834691	-	NA	Mdfi
ENSMUSG00000025612.5	103.360201713103	1.16757366197856	0.185899574708386	6.28066881707554	3.37119593335555e-10	9.51441572932045e-09	chr16	87698944	87733346	+	NA	Bach1
ENSMUSG00000044338.9	7.92556751127628	2.93721962857991	0.467984814964789	6.27631396288125	3.46693763895543e-10	9.77143757998314e-09	chr2	85136224	85139923	+	NA	Aplnr
ENSMUSG00000006678.6	58.9512488723344	1.26093105109318	0.201278455136989	6.26461014038984	3.73759308521084e-10	1.04918502269818e-08	chrX	93304766	93632155	-	NA	Pola1
ENSMUSG00000087060.7	5.64780882252489	3.00972170163435	0.480467124046596	6.26415742306328	3.74846649641412e-10	1.05082680750011e-08	chr11	16935153	16951282	-	NA	Eldr
ENSMUSG00000022665.15	63.6072877981924	1.13111744062281	0.180621602271786	6.26235968674881	3.79195032588735e-10	1.06159380408678e-08	chr16	45093401	45128077	+	NA	Ccdc80
ENSMUSG00000044786.6	28.0194621680899	1.81861810965565	0.290606114422895	6.25801736232283	3.8990242190817e-10	1.08865545385388e-08	chr7	28376783	28380253	-	NA	Zfp36
ENSMUSG00000000530.16	101.398310731683	1.84478919388457	0.295220426112488	6.24885350304876	4.13476503346233e-10	1.15140267835949e-08	chr15	101128521	101145336	+	NA	Acvrl1
ENSMUSG00000056071.12	15.6970328088026	2.97664410807572	0.476375408052263	6.24852596872329	4.14344341993272e-10	1.15228500320549e-08	chr3	90692631	90695721	-	NA	S100a9
ENSMUSG00000054400.16	30.7602624004451	1.3189596902501	0.211256514653703	6.24340362905342	4.28150147714759e-10	1.18889801287413e-08	chr8	104250860	104264938	+	NA	Cklf
ENSMUSG00000068335.6	51.5463347771876	2.19520060509295	0.351824677433548	6.23947308388444	4.39047291033804e-10	1.2161319201841e-08	chr6	83030933	83033471	-	NA	Dok1
ENSMUSG00000050105.5	66.4985201185293	1.93683027490783	0.310952329516044	6.22870482405534	4.70306929959174e-10	1.30099587648627e-08	chr4	134251109	134254106	-	NA	Grrp1
ENSMUSG00000078302.5	40.9428297132646	1.30363864602518	0.209492893169466	6.22282993137444	4.88266567093159e-10	1.34711328728486e-08	chr13	98354241	98359305	+	NA	Foxd1
ENSMUSG00000070780.11	38.5708879748738	2.27397722941053	0.365705885874969	6.21804930475736	5.03373405062228e-10	1.38696284849359e-08	chr5	66016548	66173118	-	NA	Rbm47
ENSMUSG00000030074.9	19.2853867310125	1.84754012229954	0.297249006363297	6.21546273578283	5.11736173696838e-10	1.40814981585816e-08	chr6	100704733	100810913	+	NA	Gxylt2
ENSMUSG00000004044.9	1170.59681621341	1.75855719626623	0.283337746413827	6.20657578640364	5.4151512596151e-10	1.48813480016203e-08	chr11	100956732	100970887	-	NA	Cavin1
ENSMUSG00000019773.7	35.0286855962594	1.60525627827228	0.258757335655191	6.20371312066443	5.51462729908059e-10	1.51348294889334e-08	chr10	5799159	5805600	-	NA	Fbxo5
ENSMUSG00000046179.17	10.0483969049604	2.55267530123018	0.411530753134337	6.20287859847234	5.54396064518775e-10	1.51953930501719e-08	chr7	48866428	48881596	-	NA	E2f8
ENSMUSG00000041431.16	79.0099383168306	1.53004550724432	0.246763037478491	6.20046471659147	5.62966804683712e-10	1.5389967040981e-08	chr13	100778649	100786570	-	NA	Ccnb1
ENSMUSG00000096727.3	31.7095218530029	1.64192189139635	0.265135202624954	6.19277212207436	5.9115166290379e-10	1.60973368832122e-08	chr17	34181986	34187764	-	NA	Psmb9
ENSMUSG00000059479.7	59.6279564312655	2.15874889688863	0.34915755227172	6.18273579604159	6.30001060186363e-10	1.71106651580226e-08	chr7	25626653	25635100	+	NA	B3gnt8
ENSMUSG00000027775.9	711.208004551828	1.09779570156049	0.177592687282697	6.18153662945023	6.34806263940689e-10	1.72188111514807e-08	chr3	67582740	67604237	+	NA	Mfsd1
ENSMUSG00000023022.14	375.086798670952	1.05520610091387	0.170833767269973	6.17680051067595	6.54136395569458e-10	1.76972243732782e-08	chr15	99778469	99875456	-	NA	Lima1
ENSMUSG00000092274.3	919.710560329675	1.51531469037399	0.246008783217429	6.15959589147967	7.29308087632599e-10	1.96800258537555e-08	chr19	5824707	5845478	-	NA	Neat1
ENSMUSG00000013584.5	30.9804839159983	2.13894606220031	0.347275574893599	6.15921826018329	7.31049140410604e-10	1.97015859193389e-08	chr9	71215788	71296243	+	NA	Aldh1a2
ENSMUSG00000040690.15	448.507792068961	1.32723495740299	0.215623889198857	6.15532426548042	7.49240352945542e-10	2.01140738140566e-08	chr4	130047839	130099283	+	NA	Col16a1
ENSMUSG00000024087.4	17.1756939949768	2.34599710664862	0.381132009359021	6.15534001091659	7.49165914825604e-10	2.01140738140566e-08	chr17	79701536	79715061	-	NA	Cyp1b1
ENSMUSG00000071715.12	11.1153748235054	2.58389942920661	0.420002414491933	6.15210613094283	7.64606807819722e-10	2.05002848358126e-08	chr15	78244800	78262580	+	NA	Ncf4
ENSMUSG00000029687.16	124.163530254004	1.04426007818623	0.170005651991693	6.14250212244272	8.12315920403042e-10	2.17237376513923e-08	chr6	47530138	47595341	-	NA	Ezh2
ENSMUSG00000029521.7	10.8855668080393	2.25626396666169	0.36737914472206	6.1415134720526	8.17388916458341e-10	2.18314871135291e-08	chr5	110839978	110874145	+	NA	Chek2
ENSMUSG00000020053.18	184.569188501729	1.23762803114132	0.201579247320287	6.13965994810399	8.26983184403318e-10	2.20595654788605e-08	chr10	87858264	87937042	+	NA	Igf1
ENSMUSG00000029710.15	22.3504664005705	1.68214849049834	0.274068456831084	6.13769461085812	8.37276192861473e-10	2.23056777341554e-08	chr5	137350108	137378669	+	NA	Ephb4
ENSMUSG00000032577.16	33.6959976258568	1.52714893556794	0.249135156905295	6.12980100656152	8.79890554375542e-10	2.34111337959996e-08	chr9	107254926	107289877	-	NA	Mapkapk3
ENSMUSG00000038650.15	292.732228790837	1.18255069595571	0.192978394658459	6.12789166397944	8.90511842729903e-10	2.36636266416906e-08	chr7	141160325	141172857	-	NA	Rnh1
ENSMUSG00000038648.5	79.5293255328269	1.08682762917337	0.177368566542734	6.12750979701649	8.92651046285634e-10	2.36862506307289e-08	chr6	37327254	37442146	-	NA	Creb3l2
ENSMUSG00000032122.15	29.9792014486726	1.97580420231494	0.322493117454918	6.12665540867285	8.97455462459069e-10	2.37575773245652e-08	chr9	37227584	37255738	-	NA	Slc37a2
ENSMUSG00000057657.4	494.280549292071	1.01908110727912	0.16648231773293	6.12125732724315	9.28398301626993e-10	2.45146384872794e-08	chr8	107262792	107263248	-	NA	Rps18-ps3
ENSMUSG00000027641.13	18.142564893373	1.98187291239947	0.323802345682154	6.12062555700224	9.32087036432064e-10	2.45810040263603e-08	chr2	157145892	157204534	-	NA	Rbl1
ENSMUSG00000032562.13	955.311722622661	1.23001717384865	0.201151925482129	6.11486651644272	9.66378190765397e-10	2.54532331278045e-08	chr9	107614124	107635367	-	NA	Gnai2
ENSMUSG00000032374.14	41.6756545984797	1.33012707879708	0.21769460635739	6.11005987265211	9.95937697825423e-10	2.61330553006563e-08	chr9	92542222	92608428	+	NA	Plod2
ENSMUSG00000036606.17	119.12167204029	1.28097285708617	0.209799465846238	6.10570123198025	1.02350308888268e-09	2.6822706889478e-08	chr15	89155548	89180788	-	NA	Plxnb2
ENSMUSG00000030782.16	69.3952899464474	1.15843742277533	0.189795463860663	6.10360963961598	1.03699375129301e-09	2.71422407018658e-08	chr7	128246811	128255699	+	NA	Tgfb1i1
ENSMUSG00000035692.7	95.663104989268	1.66414217872666	0.272689460928591	6.10270075366955	1.04290991603112e-09	2.72629688424486e-08	chr4	156199454	156200796	-	NA	Isg15
ENSMUSG00000042622.14	18.9355479357754	1.9863537189119	0.325623745132583	6.10015009225793	1.05968913091901e-09	2.7632517200635e-08	chr15	79346620	79359076	+	NA	Maff
ENSMUSG00000054932.6	7.96379670848451	2.65996932469629	0.436122943858495	6.09912723500129	1.06649156221871e-09	2.77752653059526e-08	chr5	90490736	90508907	+	NA	Afp
ENSMUSG00000021707.5	59.4108321449999	1.09211409375005	0.179217918614047	6.09377735326768	1.1027701167353e-09	2.86843674767231e-08	chr13	92354725	92389053	+	NA	Dhfr
ENSMUSG00000070942.8	7.34840578820934	2.65769373838673	0.436151143790596	6.09351546183893	1.10457660732458e-09	2.86956653279241e-08	chr1	40324609	40367562	+	NA	Il1rl2
ENSMUSG00000036980.13	56.2353577783538	1.8786216819225	0.308425495047978	6.09100645726536	1.1220302477608e-09	2.91129262672725e-08	chr5	138178616	138187451	-	NA	Taf6
ENSMUSG00000054690.17	60.2744609485117	1.26904408761128	0.20881444446582	6.0773769307851	1.22164372469309e-09	3.16191029882506e-08	chr3	137341066	137432185	+	NA	Emcn
ENSMUSG00000030022.14	14.3125471321548	2.42512027129097	0.399224072747123	6.07458426693397	1.2430934526523e-09	3.21345035541626e-08	chr6	92772698	92943492	-	NA	Adamts9
ENSMUSG00000003644.17	94.7008246609198	1.50452727186908	0.247768765631771	6.0723040211819	1.26087930975494e-09	3.25540358085248e-08	chr4	133847289	133887797	-	NA	Rps6ka1
ENSMUSG00000027270.14	729.427762648465	-1.17129841225569	0.193044231591562	-6.06751314244856	1.29905990901584e-09	3.34984462111569e-08	chr2	136052238	136069917	+	NA	Lamp5
ENSMUSG00000037921.15	18.6667247510077	1.88266277083281	0.310297146195849	6.06728999577888	1.30086546333387e-09	3.35036938850999e-08	chr8	61928086	62038244	+	NA	Ddx60
ENSMUSG00000045694.4	1066.37935122419	1.22301623329745	0.201851281516722	6.05899662418606	1.36973267368553e-09	3.50186056293221e-08	chrX	155150951	155151311	-	NA	Gm4997
ENSMUSG00000109372.1	84.9622578706303	-1.11114729592858	0.183509465739465	-6.0549862725126	1.40429639561309e-09	3.5858425545124e-08	chr8	35765789	35818047	+	NA	Gm19410
ENSMUSG00000107304.1	21.6368324564531	2.10019831413195	0.347164884011785	6.04957013469329	1.45232829153533e-09	3.7027486868346e-08	chr5	66069500	66072895	-	NA	Gm43775
ENSMUSG00000064215.13	278.815452871615	1.08352133008321	0.179111403195996	6.049426841336	1.45362055749591e-09	3.7027486868346e-08	chr12	103434210	103440239	+	NA	Ifi27
ENSMUSG00000006403.13	80.1043924977969	1.20478294845514	0.199421961885851	6.04137546868963	1.52805922449776e-09	3.87819205848563e-08	chr1	171250420	171260637	+	NA	Adamts4
ENSMUSG00000037984.9	602.203424476839	-1.26446228666028	0.209386990172388	-6.03887703633952	1.55190446446124e-09	3.9339367351852e-08	chr6	55677821	55681263	-	NA	Neurod6
ENSMUSG00000074916.5	14.954286883759	1.89968274984473	0.315039017814861	6.02999197693385	1.63967819080701e-09	4.14638331370579e-08	chr2	118926495	118928585	+	NA	Chst14
ENSMUSG00000049686.14	106.741676397971	1.25871061201503	0.209151230496297	6.01818411026427	1.76384514738157e-09	4.43300377362289e-08	chr5	123015073	123030456	+	NA	Orai1
ENSMUSG00000081926.1	219.542170771082	1.13320595098622	0.188302429184892	6.01801026089545	1.76574003893648e-09	4.43300377362289e-08	chr10	7038660	7038774	+	NA	Gm15536
ENSMUSG00000027287.14	123.124610827467	1.00833414904129	0.167666542694237	6.01392581273729	1.81083406896541e-09	4.53532609392498e-08	chr2	120567670	120601255	+	NA	Snap23
ENSMUSG00000040466.16	61.6679794807243	1.10108249756695	0.183146868933994	6.01201922793331	1.83226583305327e-09	4.58351379983767e-08	chr7	27447977	27466144	+	NA	Blvrb
ENSMUSG00000040713.12	445.390121056856	1.3393646940322	0.222979894648044	6.00666125592298	1.89382611932654e-09	4.72057039731536e-08	chr1	165763745	165775308	+	NA	Creg1
ENSMUSG00000024610.15	9.84158292093982	2.81869867184987	0.469439028443226	6.00439780475296	1.92043327566311e-09	4.78119298737412e-08	chr18	60803847	60812652	+	NA	Cd74
ENSMUSG00000029322.12	13.6218113897082	2.79077382048579	0.465175407478774	5.9994010337125	1.98046688203296e-09	4.9247923785916e-08	chr5	100553724	100572245	-	NA	Plac8
ENSMUSG00000056917.13	58.1129936460055	1.46294358693286	0.243921803252254	5.99759253755575	2.00264249245319e-09	4.97402166801347e-08	chr19	5651184	5663707	-	NA	Sipa1
ENSMUSG00000078521.2	10.2471987747429	2.41625021000888	0.403078049671615	5.99449712525251	2.04116076504663e-09	5.06367675912457e-08	chr4	134510998	134523927	+	NA	Aunip
ENSMUSG00000028268.14	23.9956213693202	1.74639810483011	0.291769817989168	5.98553379121261	2.15681336970566e-09	5.33792165688217e-08	chr3	142560025	142573209	+	NA	Gbp3
ENSMUSG00000115358.1	63.0821173036351	1.45675015072469	0.243775669047244	5.97578157171365	2.2898965044322e-09	5.64724122608379e-08	chr15	18385348	18385441	-	NA	Gm49138
ENSMUSG00000039831.16	162.987600005821	1.02947731188812	0.172465179010012	5.96918936215155	2.3843525422637e-09	5.87325850604956e-08	chr3	121952540	122016753	+	NA	Arhgap29
ENSMUSG00000029096.15	34.8984148274543	1.87376885992621	0.314070164982751	5.96608359800465	2.43015810786098e-09	5.97202074144497e-08	chr5	35652022	35679782	-	NA	Htra3
